年月日,平均気温,天気概況（昼）,都市
2022/5/31,19.7,14.7,雨ときどき曇り,宇都宮
2022/6/1,25.7,14.7,晴れときどき曇り,宇都宮
2022/6/2,28.7,15.1,晴れ,宇都宮
2022/6/3,24.0,15.7,曇りのち雨,宇都宮
2022/6/4,25.2,14.4,晴れときどき曇り,宇都宮
2022/6/5,24.8,14.5,曇りときどき雨,宇都宮
2022/6/6,14.7,13.0,雨,宇都宮
2022/6/7,20.5,14.2,曇りときどき雨,宇都宮
2022/6/8,0.0,0.0,曇り,宇都宮
2022/6/9,23.4,14.5,曇りときどき雨,宇都宮
2022/6/10,23.5,15.7,曇り,宇都宮
2022/6/11,23.9,17.3,曇りときどき雨,宇都宮
2022/6/12,26.9,16.9,曇りのち晴れ,宇都宮
2022/1/1,2.1,-0.9,雪ときどき曇り,福井
2022/1/2,6.1,-2.9,曇りのち晴れ,福井
2022/1/3,5.8,0.1,曇りときどき晴れ,福井
2022/1/4,6.6,1.6,雨ときどき曇り,福井
2022/1/5,4.4,0.1,曇りときどき雪,福井
2022/1/6,6.4,-0.7,晴れときどき曇り,福井
2022/1/7,5.2,1.8,雪のち曇り,福井
2022/1/8,9.6,0.9,晴れときどき曇り,福井
2022/1/9,7.0,1.9,雨,福井
2022/1/10,11.5,-0.3,小雨のち晴れ,福井
2022/1/11,8.1,0.8,雨,福井
2022/1/12,4.6,0.4,雪ときどきみぞれ,福井
2022/1/13,5.1,0.0,みぞれときどき雪,福井
2022/1/14,3.1,-0.2,雪ときどきみぞれ,福井
2022/1/15,5.3,-1.3,曇り,福井
2022/1/16,5.7,-1.6,曇り,福井
2022/1/17,4.3,1.4,雨のちみぞれ,福井
2022/1/18,3.2,0.1,雪ときどき曇り,福井
2022/1/19,3.4,-1.5,雪ときどき曇り,福井
2022/1/20,2.5,0.1,みぞれのち雪,福井
2022/1/21,3.4,-0.5,雪ときどき曇り,福井
2022/1/22,3.2,-0.5,曇り,福井
2022/1/23,2.8,-1.5,曇り,福井
2022/1/24,6.8,-0.7,曇りときどき晴れ,福井
2022/1/25,6.7,-2.8,曇りときどき晴れ,福井
2022/1/26,6.5,-0.5,曇り,福井
2022/1/27,8.0,0.4,曇りときどき晴れ,福井
2022/1/28,7.3,-0.7,晴れときどき雪,福井
2022/1/29,8.1,1.2,曇りときどきみぞれ,福井
2022/1/30,7.0,0.3,曇りときどき晴れ,福井
2022/1/31,6.1,-1.0,曇りときどき晴れ,福井
2022/2/1,7.7,0.2,曇りときどき晴れ,福井
2022/2/2,5.4,1.3,みぞれときどき雨,福井
2022/2/3,6.9,0.8,曇り,福井
2022/2/4,6.0,0.7,みぞれときどき曇り,福井
2022/2/5,3.6,0.0,雪ときどき曇り,福井
2022/2/6,1.7,-1.0,雪ときどき曇り,福井
2022/2/7,5.0,-3.1,晴れときどき雪,福井
2022/2/8,6.8,0.3,曇り,福井
2022/2/9,7.9,-1.9,小雨のち晴れ,福井
2022/2/10,7.9,0.0,曇り,福井
2022/2/11,9.5,-1.7,晴れ,福井
2022/2/12,9.3,-1.1,曇りときどき晴れ,福井
2022/2/13,7.5,-1.2,曇り,福井
2022/2/14,9.9,1.6,晴れときどき曇り,福井
2022/2/15,10.1,0.4,雨ときどき曇り,福井
2022/2/16,5.3,-0.5,雪ときどきみぞれ,福井
2022/2/17,3.4,-1.3,雪ときどき曇り,福井
2022/2/18,7.8,-0.3,曇りときどき晴れ,福井
2022/2/19,7.2,-1.9,曇り,福井
2022/2/20,6.7,-0.5,みぞれ,福井
2022/2/21,3.8,-1.2,雪ときどき曇り,福井
2022/2/22,5.1,-1.4,雪ときどきみぞれ,福井
2022/2/23,3.0,-1.4,雪,福井
2022/2/24,4.2,-1.5,雪ときどき曇り,福井
2022/2/25,6.6,-0.2,雪ときどきみぞれ,福井
2022/2/26,11.2,1.6,晴れときどき曇り,福井
2022/2/27,8.7,2.3,曇りときどき雨,福井
2022/2/28,12.0,0.6,曇り,福井
2022/3/1,7.2,0.9,雨ときどき曇り,福井
2022/3/2,8.5,2.4,小雨,福井
2022/3/3,11.5,2.0,雨ときどき曇り,福井
2022/3/4,11.4,-0.6,晴れ,福井
2022/3/5,14.4,2.7,曇りときどき晴れ,福井
2022/3/6,6.5,1.8,みぞれときどき曇り,福井
2022/3/7,8.5,1.7,曇りときどきみぞれ,福井
2022/3/8,9.8,-1.1,晴れ,福井
2022/3/9,12.7,-0.5,晴れ,福井
2022/3/10,14.6,0.6,曇りときどき晴れ,福井
2022/3/11,19.0,2.1,晴れ,福井
2022/3/12,20.0,5.9,晴れ,福井
2022/3/13,22.0,9.2,曇り,福井
2022/3/14,16.4,10.1,雨のち曇り,福井
2022/3/15,16.1,5.1,曇りときどき雨,福井
2022/3/16,20.0,4.0,晴れ,福井
2022/3/17,12.8,4.8,曇り,福井
2022/3/18,8.5,6.1,雨,福井
2022/3/19,9.4,5.1,雨ときどき曇り,福井
2022/3/20,11.3,3.6,雨のち曇り,福井
2022/3/21,12.5,2.7,曇り,福井
2022/3/22,9.6,2.0,雨のち曇り,福井
2022/3/23,11.6,0.2,曇り,福井
2022/3/24,13.8,4.7,曇りときどき晴れ,福井
2022/3/25,20.4,3.2,晴れ,福井
2022/3/26,19.8,13.2,雨,福井
2022/3/27,15.9,7.9,曇り,福井
2022/3/28,12.9,5.9,晴れときどき曇り,福井
2022/3/29,18.0,4.5,曇り,福井
2022/3/30,22.6,7.8,晴れ,福井
2022/3/31,14.4,6.8,雨ときどき曇り,福井
2022/4/1,11.7,4.5,晴れときどき曇り,福井
2022/4/2,12.9,0.9,晴れ,福井
2022/4/3,16.1,3.0,晴れのち曇り,福井
2022/4/4,15.5,5.5,晴れときどき曇り,福井
2022/4/5,17.6,7.2,晴れときどき曇り,福井
2022/4/6,20.1,8.3,晴れ,福井
2022/4/7,24.1,7.6,晴れのち曇り,福井
2022/4/8,18.4,7.6,晴れ,福井
2022/4/9,24.7,6.4,晴れ,福井
2022/4/10,27.9,10.7,晴れ,福井
2022/4/11,28.2,13.2,曇りときどき晴れ,福井
2022/4/12,28.3,13.6,晴れ,福井
2022/4/13,26.6,14.3,曇りときどき晴れ,福井
2022/4/14,16.4,12.2,雨ときどき曇り,福井
2022/4/15,14.7,10.4,曇りときどき雨,福井
2022/4/16,14.3,6.0,雨のち曇り,福井
2022/4/17,18.7,3.8,晴れ,福井
2022/4/18,21.4,7.3,曇り,福井
2022/4/19,19.3,7.7,晴れ,福井
2022/4/20,24.8,6.3,晴れ,福井
2022/4/21,21.9,11.9,曇り,福井
2022/4/22,23.1,14.1,曇り,福井
2022/4/23,20.9,13.0,曇り,福井
2022/4/24,23.1,13.6,曇り,福井
2022/4/25,27.9,12.9,晴れ,福井
2022/4/26,24.5,17.1,雨ときどき曇り,福井
2022/4/27,21.0,10.4,曇り,福井
2022/4/28,21.1,8.4,晴れ,福井
2022/4/29,15.5,9.2,雨ときどき曇り,福井
2022/4/30,17.1,8.5,晴れ,福井
2022/5/1,14.2,8.4,雨,福井
2022/5/2,17.9,7.4,曇りときどき晴れ,福井
2022/5/3,18.1,7.6,晴れ,福井
2022/5/4,26.4,8.0,晴れ,福井
2022/5/5,28.0,11.3,晴れ,福井
2022/5/6,28.3,12.2,晴れ,福井
2022/5/7,27.2,13.8,晴れ,福井
2022/5/8,19.4,11.4,晴れ,福井
2022/5/9,15.9,9.8,曇りときどき雨,福井
2022/5/10,21.9,7.8,晴れのち曇り,福井
2022/5/11,23.7,14.1,曇りときどき雨,福井
2022/5/12,25.8,17.9,曇りのち雨,福井
2022/5/13,23.6,17.0,雨ときどき曇り,福井
2022/5/14,19.5,12.2,雨のち曇り,福井
2022/5/15,20.4,11.0,曇り,福井
2022/5/16,21.3,11.1,曇り,福井
2022/5/17,22.4,12.8,曇り,福井
2022/5/18,27.3,9.8,晴れ,福井
2022/5/19,28.3,12.0,晴れ,福井
2022/5/20,25.7,14.1,曇り,福井
2022/5/21,23.0,16.6,曇りときどき雨,福井
2022/5/22,26.6,15.6,晴れ,福井
2022/5/23,23.8,15.4,晴れ,福井
2022/5/24,28.5,13.6,晴れ,福井
2022/5/25,29.8,17.6,晴れ,福井
2022/5/26,27.5,19.2,曇りときどき晴れ,福井
2022/5/27,27.1,17.3,曇り,福井
2022/5/28,25.3,17.0,晴れときどき曇り,福井
2022/5/29,30.6,15.0,晴れ,福井
2022/5/30,32.0,15.9,晴れのち曇り,福井
2022/5/31,22.6,15.3,雨ときどき曇り,福井
2022/6/1,26.5,13.6,曇りときどき晴れ,福井
2022/6/2,29.4,15.6,晴れ,福井
2022/6/3,26.2,17.2,晴れ,福井
2022/6/4,23.9,15.7,晴れときどき曇り,福井
2022/6/5,27.7,15.9,曇りときどき晴れ,福井
2022/6/6,21.7,17.1,雨,福井
2022/6/7,19.8,15.6,雨ときどき曇り,福井
2022/6/8,23.1,14.9,曇りときどき晴れ,福井
2022/6/9,25.1,13.7,晴れ,福井
2022/6/10,27.1,17.5,曇りのち晴れ,福井
2022/6/11,25.5,19.7,曇り,福井
2022/6/12,23.7,17.6,晴れ,福井
2022/1/1,5.5,-2.4,晴れ,前橋
2022/1/2,7.3,-3.4,晴れ,前橋
2022/1/3,10.7,1.9,晴れ,前橋
2022/1/4,10.1,-0.9,晴れ,前橋
2022/1/5,6.2,-2.4,晴れ,前橋
2022/1/6,4.0,-2.6,曇りときどき晴れ,前橋
2022/1/7,7.2,-1.9,晴れ,前橋
2022/1/8,10.1,-2.3,晴れ,前橋
2022/1/9,14.3,0.6,晴れ,前橋
2022/1/10,11.3,3.0,晴れ,前橋
2022/1/11,8.3,4.0,雨ときどき曇り,前橋
2022/1/12,6.4,0.7,晴れ,前橋
2022/1/13,10.4,-2.0,晴れ,前橋
2022/1/14,6.1,-2.9,晴れ,前橋
2022/1/15,7.9,0.5,曇りときどき晴れ,前橋
2022/1/16,10.0,-0.7,晴れ,前橋
2022/1/17,9.8,0.7,曇りときどき晴れ,前橋
2022/1/18,6.2,-1.6,晴れ,前橋
2022/1/19,9.0,-3.6,晴れ,前橋
2022/1/20,7.7,-1.8,晴れときどき曇り,前橋
2022/1/21,6.0,-2.9,晴れ,前橋
2022/1/22,8.4,-4.2,晴れ,前橋
2022/1/23,7.7,-1.8,曇りときどき晴れ,前橋
2022/1/24,9.4,1.2,晴れときどき曇り,前橋
2022/1/25,6.8,-1.8,晴れ,前橋
2022/1/26,10.6,0.1,晴れときどき曇り,前橋
2022/1/27,8.6,1.2,晴れ,前橋
2022/1/28,10.5,0.2,晴れ,前橋
2022/1/29,9.3,-0.6,晴れ,前橋
2022/1/30,7.3,1.0,晴れときどき曇り,前橋
2022/1/31,7.4,-2.0,晴れ,前橋
2022/2/1,10.6,-0.9,晴れ,前橋
2022/2/2,8.7,0.2,晴れ,前橋
2022/2/3,12.4,-0.3,晴れ,前橋
2022/2/4,10.3,0.1,晴れときどき曇り,前橋
2022/2/5,5.6,-2.9,曇り,前橋
2022/2/6,5.3,-3.4,晴れ,前橋
2022/2/7,7.8,-2.6,晴れ,前橋
2022/2/8,10.9,-0.7,晴れときどき曇り,前橋
2022/2/9,11.6,0.7,晴れ,前橋
2022/2/10,4.7,0.6,みぞれ,前橋
2022/2/11,9.6,0.2,晴れ,前橋
2022/2/12,9.1,-0.8,曇りときどき晴れ,前橋
2022/2/13,9.4,0.4,曇りときどき晴れ,前橋
2022/2/14,10.4,0.9,晴れときどき曇り,前橋
2022/2/15,6.3,2.2,曇り,前橋
2022/2/16,11.2,0.8,晴れ,前橋
2022/2/17,7.6,-1.8,晴れ,前橋
2022/2/18,8.1,-1.9,みぞれときどき雪,前橋
2022/2/19,9.5,-1.2,曇りときどき晴れ,前橋
2022/2/20,12.2,0.6,曇り,前橋
2022/2/21,5.7,-1.2,晴れ,前橋
2022/2/22,6.2,-2.5,曇りときどき晴れ,前橋
2022/2/23,7.8,-2.0,晴れ,前橋
2022/2/24,7.5,-3.5,晴れ,前橋
2022/2/25,11.2,-3.4,晴れ,前橋
2022/2/26,14.7,0.2,晴れ,前橋
2022/2/27,14.0,1.7,晴れ,前橋
2022/2/28,15.5,0.8,晴れ,前橋
2022/3/1,14.2,2.5,晴れのち曇り,前橋
2022/3/2,15.8,6.1,晴れ,前橋
2022/3/3,15.4,2.1,晴れ,前橋
2022/3/4,12.3,2.8,晴れ,前橋
2022/3/5,17.7,2.2,晴れ,前橋
2022/3/6,10.2,1.2,晴れのち曇り,前橋
2022/3/7,10.5,0.6,晴れ,前橋
2022/3/8,11.9,1.3,晴れときどき曇り,前橋
2022/3/9,13.6,3.6,晴れときどき曇り,前橋
2022/3/10,14.7,1.5,晴れ,前橋
2022/3/11,16.9,3.2,晴れ,前橋
2022/3/12,21.1,6.2,晴れ,前橋
2022/3/13,19.5,7.4,曇りときどき晴れ,前橋
2022/3/14,25.3,7.3,晴れときどき曇り,前橋
2022/3/15,22.2,6.9,晴れ,前橋
2022/3/16,17.9,5.4,晴れ,前橋
2022/3/17,18.4,9.2,曇りときどき晴れ,前橋
2022/3/18,10.8,1.3,雨,前橋
2022/3/19,16.5,3.1,晴れのち曇り,前橋
2022/3/20,12.9,4.1,晴れ,前橋
2022/3/21,14.9,3.3,晴れときどき曇り,前橋
2022/3/22,8.1,0.8,雨,前橋
2022/3/23,9.7,-0.5,曇りときどき晴れ,前橋
2022/3/24,17.1,1.9,晴れ,前橋
2022/3/25,17.8,3.3,晴れ,前橋
2022/3/26,12.9,7.8,曇り,前橋
2022/3/27,22.3,12.0,晴れ,前橋
2022/3/28,13.1,8.8,晴れ,前橋
2022/3/29,10.7,5.9,曇り,前橋
2022/3/30,21.2,5.7,晴れときどき曇り,前橋
2022/3/31,22.0,8.6,晴れのち曇り,前橋
2022/4/1,11.1,4.8,晴れときどき曇り,前橋
2022/4/2,12.8,1.0,晴れ,前橋
2022/4/3,11.2,5.0,雨ときどき曇り,前橋
2022/4/4,10.0,4.8,雨,前橋
2022/4/5,19.7,5.8,晴れ,前橋
2022/4/6,21.1,11.0,晴れときどき曇り,前橋
2022/4/7,17.0,8.9,曇りときどき晴れ,前橋
2022/4/8,21.6,9.9,晴れ,前橋
2022/4/9,22.8,9.4,晴れ,前橋
2022/4/10,27.5,11.8,晴れ,前橋
2022/4/11,26.2,14.4,曇りときどき晴れ,前橋
2022/4/12,27.4,13.6,晴れ,前橋
2022/4/13,28.3,15.1,晴れときどき曇り,前橋
2022/4/14,19.9,9.5,雨ときどき曇り,前橋
2022/4/15,13.1,9.2,雨,前橋
2022/4/16,17.7,8.3,曇り,前橋
2022/4/17,16.7,5.4,曇りときどき晴れ,前橋
2022/4/18,14.8,9.9,雨,前橋
2022/4/19,22.4,8.1,晴れ,前橋
2022/4/20,14.2,9.2,曇り,前橋
2022/4/21,20.8,9.3,曇り,前橋
2022/4/22,28.3,12.5,晴れ,前橋
2022/4/23,27.8,14.7,晴れときどき曇り,前橋
2022/4/24,19.9,14.2,曇り,前橋
2022/4/25,28.0,12.8,晴れ,前橋
2022/4/26,22.3,16.2,曇りときどき雨,前橋
2022/4/27,27.3,17.6,曇り,前橋
2022/4/28,18.3,13.4,曇りときどき雨,前橋
2022/4/29,17.2,11.3,雨ときどき曇り,前橋
2022/4/30,19.8,8.6,晴れ,前橋
2022/5/1,14.6,10.0,雨ときどき曇り,前橋
2022/5/2,20.8,7.7,晴れのち曇り,前橋
2022/5/3,19.5,7.2,晴れ,前橋
2022/5/4,25.3,8.5,晴れ,前橋
2022/5/5,28.3,13.5,晴れ,前橋
2022/5/6,26.0,14.0,曇りときどき晴れ,前橋
2022/5/7,25.7,13.7,晴れ,前橋
2022/5/8,22.3,14.2,晴れときどき曇り,前橋
2022/5/9,15.6,10.1,雨,前橋
2022/5/10,23.0,8.2,晴れ,前橋
2022/5/11,22.8,10.3,曇りときどき晴れ,前橋
2022/5/12,24.3,14.2,晴れのち曇り,前橋
2022/5/13,19.7,16.6,雨ときどき曇り,前橋
2022/5/14,26.5,17.0,曇りときどき雨,前橋
2022/5/15,24.0,13.4,曇り,前橋
2022/5/16,16.6,13.3,雨ときどき曇り,前橋
2022/5/17,18.1,12.9,曇り,前橋
2022/5/18,26.8,12.0,晴れ,前橋
2022/5/19,28.3,13.7,晴れ,前橋
2022/5/20,28.3,16.3,曇り,前橋
2022/5/21,20.3,16.2,雨ときどき曇り,前橋
2022/5/22,25.8,14.3,曇り,前橋
2022/5/23,0.0,0.0,曇り,前橋
2022/5/24,27.9,12.7,晴れ,前橋
2022/5/25,28.0,16.3,晴れ,前橋
2022/5/26,25.5,16.2,曇り,前橋
2022/5/27,26.7,17.0,大雨のち曇り,前橋
2022/5/28,27.0,16.2,晴れ,前橋
2022/5/29,34.3,14.2,晴れ,前橋
2022/5/30,28.7,17.1,晴れときどき曇り,前橋
2022/5/31,22.4,15.4,雨のち曇り,前橋
2022/6/1,26.7,14.3,曇りときどき晴れ,前橋
2022/6/2,29.4,15.3,晴れ,前橋
2022/6/3,26.5,16.6,曇りのち晴れ,前橋
2022/6/4,28.1,13.4,晴れ,前橋
2022/6/5,27.0,16.1,晴れときどき雨,前橋
2022/6/6,16.2,14.7,雨,前橋
2022/6/7,19.0,14.5,雨ときどき曇り,前橋
2022/6/8,19.4,14.1,曇りときどき雨,前橋
2022/6/9,24.4,15.1,曇りときどき雨,前橋
2022/6/10,24.3,17.2,曇り,前橋
2022/6/11,24.4,18.6,曇り,前橋
2022/6/12,27.4,17.1,曇り,前橋
2022/1/1,6.8,-3.5,晴れ,熊谷
2022/1/2,7.5,-2.4,晴れ,熊谷
2022/1/3,10.8,0.7,晴れ,熊谷
2022/1/4,11.3,-0.8,晴れ,熊谷
2022/1/5,7.8,-2.1,晴れ,熊谷
2022/1/6,2.6,-3.1,曇り,熊谷
2022/1/7,8.7,-4.1,晴れ,熊谷
2022/1/8,10.5,0.5,晴れ,熊谷
2022/1/9,14.9,-2.1,晴れ,熊谷
2022/1/10,10.2,3.8,曇り,熊谷
2022/1/11,8.1,4.4,雨ときどき曇り,熊谷
2022/1/12,7.6,1.7,晴れ,熊谷
2022/1/13,8.8,1.2,晴れ,熊谷
2022/1/14,7.9,-2.9,晴れ,熊谷
2022/1/15,8.9,1.1,曇りときどき晴れ,熊谷
2022/1/16,9.8,-3.6,晴れ,熊谷
2022/1/17,12.7,-0.3,晴れときどき曇り,熊谷
2022/1/18,7.5,-0.5,晴れ,熊谷
2022/1/19,9.3,-2.2,晴れ,熊谷
2022/1/20,9.1,-4.2,晴れ,熊谷
2022/1/21,7.6,-1.1,晴れ,熊谷
2022/1/22,10.1,-1.0,晴れ,熊谷
2022/1/23,7.9,-2.2,曇り,熊谷
2022/1/24,11.7,1.4,晴れときどき曇り,熊谷
2022/1/25,8.2,-2.5,曇りときどき晴れ,熊谷
2022/1/26,11.1,1.1,晴れときどき曇り,熊谷
2022/1/27,11.5,0.3,晴れ,熊谷
2022/1/28,11.8,1.2,晴れ,熊谷
2022/1/29,9.4,1.1,晴れときどき曇り,熊谷
2022/1/30,9.4,-1.0,晴れときどき曇り,熊谷
2022/1/31,9.3,0.2,晴れ,熊谷
2022/2/1,10.7,-0.3,晴れ,熊谷
2022/2/2,9.5,-0.4,晴れ,熊谷
2022/2/3,13.6,-3.2,晴れ,熊谷
2022/2/4,10.7,0.1,晴れ,熊谷
2022/2/5,8.2,-2.2,晴れ,熊谷
2022/2/6,6.9,-3.3,曇りときどき晴れ,熊谷
2022/2/7,9.4,-3.1,晴れ,熊谷
2022/2/8,10.1,-1.0,晴れときどき曇り,熊谷
2022/2/9,10.4,2.0,晴れときどき曇り,熊谷
2022/2/10,3.8,0.4,みぞれ,熊谷
2022/2/11,10.9,-0.9,晴れ,熊谷
2022/2/12,10.1,-1.8,晴れ,熊谷
2022/2/13,7.4,-1.9,曇り,熊谷
2022/2/14,9.7,0.5,曇りのち晴れ,熊谷
2022/2/15,8.4,0.1,晴れ,熊谷
2022/2/16,12.1,0.3,晴れ,熊谷
2022/2/17,9.2,-0.5,晴れ,熊谷
2022/2/18,10.8,-2.4,晴れ,熊谷
2022/2/19,8.7,-1.1,曇りときどき晴れ,熊谷
2022/2/20,14.7,0.7,曇りときどき晴れ,熊谷
2022/2/21,7.6,-1.5,晴れ,熊谷
2022/2/22,8.6,-2.7,晴れ,熊谷
2022/2/23,9.9,-2.7,晴れ,熊谷
2022/2/24,9.4,-0.7,晴れ,熊谷
2022/2/25,13.3,-2.1,晴れ,熊谷
2022/2/26,15.7,-0.5,晴れ,熊谷
2022/2/27,16.0,0.9,晴れ,熊谷
2022/2/28,16.4,2.1,晴れ,熊谷
2022/3/1,16.1,1.3,晴れのち曇り,熊谷
2022/3/2,17.1,7.7,晴れ,熊谷
2022/3/3,16.3,2.5,晴れ,熊谷
2022/3/4,12.9,3.0,晴れ,熊谷
2022/3/5,18.2,2.0,晴れ,熊谷
2022/3/6,12.6,2.8,晴れ,熊谷
2022/3/7,13.1,2.1,晴れ,熊谷
2022/3/8,11.5,3.7,曇り,熊谷
2022/3/9,13.6,4.4,晴れときどき曇り,熊谷
2022/3/10,15.2,1.2,晴れ,熊谷
2022/3/11,17.7,5.2,晴れときどき曇り,熊谷
2022/3/12,22.7,5.3,晴れ,熊谷
2022/3/13,20.1,7.1,曇りときどき晴れ,熊谷
2022/3/14,25.7,7.1,晴れときどき曇り,熊谷
2022/3/15,20.9,6.9,曇り,熊谷
2022/3/16,20.5,6.6,曇り,熊谷
2022/3/17,19.1,7.3,晴れのち曇り,熊谷
2022/3/18,10.4,2.5,雨,熊谷
2022/3/19,18.0,3.5,晴れのち雨,熊谷
2022/3/20,14.6,5.6,晴れ,熊谷
2022/3/21,16.2,5.8,晴れときどき曇り,熊谷
2022/3/22,8.7,0.6,みぞれときどき雨,熊谷
2022/3/23,10.1,0.0,曇りときどき晴れ,熊谷
2022/3/24,16.8,1.3,晴れ,熊谷
2022/3/25,18.2,5.9,晴れ,熊谷
2022/3/26,13.4,8.4,曇り,熊谷
2022/3/27,22.5,11.1,曇りときどき晴れ,熊谷
2022/3/28,17.1,8.3,曇りときどき晴れ,熊谷
2022/3/29,10.1,8.4,曇り,熊谷
2022/3/30,21.7,8.0,晴れときどき曇り,熊谷
2022/3/31,21.0,9.2,曇りときどき晴れ,熊谷
2022/4/1,12.4,4.5,曇りのち晴れ,熊谷
2022/4/2,13.3,1.0,晴れ,熊谷
2022/4/3,11.1,6.1,雨ときどき曇り,熊谷
2022/4/4,10.1,6.0,雨,熊谷
2022/4/5,19.6,7.5,曇りときどき雨,熊谷
2022/4/6,22.3,11.5,曇りのち晴れ,熊谷
2022/4/7,17.6,9.4,曇り,熊谷
2022/4/8,22.6,9.6,晴れ,熊谷
2022/4/9,24.4,8.2,晴れ,熊谷
2022/4/10,27.8,11.3,晴れ,熊谷
2022/4/11,26.8,12.0,晴れときどき曇り,熊谷
2022/4/12,28.0,13.1,晴れ,熊谷
2022/4/13,28.9,13.2,晴れときどき曇り,熊谷
2022/4/14,20.4,9.2,曇りときどき雨,熊谷
2022/4/15,12.2,8.7,雨,熊谷
2022/4/16,20.0,8.2,曇り,熊谷
2022/4/17,17.1,6.8,曇りときどき晴れ,熊谷
2022/4/18,15.3,9.9,雨ときどき曇り,熊谷
2022/4/19,22.1,7.8,晴れ,熊谷
2022/4/20,14.8,10.1,曇り,熊谷
2022/4/21,21.0,9.4,曇り,熊谷
2022/4/22,28.3,13.0,晴れ,熊谷
2022/4/23,28.4,14.7,晴れときどき曇り,熊谷
2022/4/24,19.9,14.3,曇りときどき雨,熊谷
2022/4/25,28.7,11.8,晴れ,熊谷
2022/4/26,22.0,17.6,曇り,熊谷
2022/4/27,29.1,18.7,曇り,熊谷
2022/4/28,19.5,13.3,曇り,熊谷
2022/4/29,17.2,8.9,雨ときどき曇り,熊谷
2022/4/30,18.9,7.0,晴れ,熊谷
2022/5/1,13.5,10.6,雨ときどき曇り,熊谷
2022/5/2,20.5,8.2,晴れ,熊谷
2022/5/3,20.9,7.6,晴れ,熊谷
2022/5/4,26.2,9.3,晴れ,熊谷
2022/5/5,28.3,12.1,晴れ,熊谷
2022/5/6,26.4,13.5,曇りときどき晴れ,熊谷
2022/5/7,25.7,13.9,晴れ,熊谷
2022/5/8,23.0,15.3,曇りときどき晴れ,熊谷
2022/5/9,15.5,11.5,雨ときどき曇り,熊谷
2022/5/10,23.4,8.8,晴れ,熊谷
2022/5/11,24.3,11.0,晴れときどき曇り,熊谷
2022/5/12,25.0,14.8,曇りときどき晴れ,熊谷
2022/5/13,19.7,16.8,雨,熊谷
2022/5/14,29.0,18.2,雨のち曇り,熊谷
2022/5/15,22.8,16.0,曇り,熊谷
2022/5/16,16.3,13.3,雨ときどき曇り,熊谷
2022/5/17,18.3,13.2,曇り,熊谷
2022/5/18,26.7,11.3,晴れ,熊谷
2022/5/19,28.3,13.8,晴れ,熊谷
2022/5/20,28.4,14.5,曇り,熊谷
2022/5/21,20.3,17.1,雨ときどき曇り,熊谷
2022/5/22,26.4,14.9,曇りときどき晴れ,熊谷
2022/5/23,25.5,14.4,晴れときどき曇り,熊谷
2022/5/24,28.5,14.6,晴れ,熊谷
2022/5/25,28.5,17.4,晴れときどき曇り,熊谷
2022/5/26,27.3,17.8,曇り,熊谷
2022/5/27,27.2,17.4,雨のち曇り,熊谷
2022/5/28,28.9,16.1,晴れ,熊谷
2022/5/29,33.8,14.5,晴れ,熊谷
2022/5/30,27.2,16.0,晴れ,熊谷
2022/5/31,22.1,15.3,曇りときどき雨,熊谷
2022/6/1,28.1,15.4,晴れ,熊谷
2022/6/2,29.9,15.7,晴れ,熊谷
2022/6/3,27.8,17.5,曇りのち晴れ,熊谷
2022/6/4,27.1,14.8,晴れ,熊谷
2022/6/5,26.8,15.6,晴れときどき雨,熊谷
2022/6/6,15.8,14.6,雨,熊谷
2022/6/7,20.4,14.7,雨ときどき曇り,熊谷
2022/6/8,20.2,14.6,曇りときどき雨,熊谷
2022/6/9,25.2,15.5,曇りのち晴れ,熊谷
2022/6/10,25.1,17.4,曇りときどき雨,熊谷
2022/6/11,24.7,18.8,曇り,熊谷
2022/6/12,27.6,18.1,曇りのち晴れ,熊谷
2022/1/1,6.4,-2.5,晴れ,水戸
2022/1/2,7.9,-5.2,晴れ,水戸
2022/1/3,9.4,-2.7,晴れ,水戸
2022/1/4,10.6,-3.0,晴れ,水戸
2022/1/5,7.4,-4.2,晴れ,水戸
2022/1/6,4.8,-3.0,雪ときどき曇り,水戸
2022/1/7,7.8,-5.0,晴れ,水戸
2022/1/8,8.8,-5.2,晴れ,水戸
2022/1/9,13.6,-3.5,晴れときどき曇り,水戸
2022/1/10,9.4,2.8,曇り,水戸
2022/1/11,6.8,3.1,雨,水戸
2022/1/12,7.2,1.1,晴れ,水戸
2022/1/13,9.9,-3.4,晴れときどき曇り,水戸
2022/1/14,7.3,-0.7,晴れ,水戸
2022/1/15,8.6,-3.0,曇りときどき晴れ,水戸
2022/1/16,11.2,-2.9,晴れ,水戸
2022/1/17,11.4,-1.5,晴れときどき曇り,水戸
2022/1/18,6.8,-0.9,晴れ,水戸
2022/1/19,8.0,-4.1,晴れときどき曇り,水戸
2022/1/20,8.4,-4.4,晴れときどき曇り,水戸
2022/1/21,5.1,-3.4,晴れときどき曇り,水戸
2022/1/22,9.4,-5.9,晴れときどき曇り,水戸
2022/1/23,9.0,-1.1,曇り,水戸
2022/1/24,9.3,0.9,曇りのち晴れ,水戸
2022/1/25,7.5,-3.5,晴れ,水戸
2022/1/26,9.2,0.8,曇りときどき晴れ,水戸
2022/1/27,11.4,-1.5,晴れときどき曇り,水戸
2022/1/28,10.6,-1.3,晴れ,水戸
2022/1/29,8.6,-3.3,晴れ,水戸
2022/1/30,8.6,-1.7,晴れ,水戸
